seed,shots,base_noise_level,true_attack,predicted_threat,is_rejected,fidelity,bell_c_zz,tv_x,tv_y,tv_z
43,5000,0.05,IMPERSONATION,IMPERSONATION,True,0.9869999999999997,1.0,0.0,0.0,0.0
44,5000,0.05,IMPERSONATION,IMPERSONATION,True,0.9869999999999997,1.0,0.0,0.0,0.0
45,5000,0.05,IMPERSONATION,IMPERSONATION,True,0.9869999999999997,1.0,0.0,0.0,0.0
46,5000,0.05,IMPERSONATION,IMPERSONATION,True,0.9869999999999997,1.0,0.0,0.0,0.0
42,5000,0.05,REPLAY,REPLAY,True,0.9869999999999997,1.0,0.0,0.0,0.0
43,5000,0.05,REPLAY,REPLAY,True,0.9869999999999997,1.0,0.0,0.0,0.0
44,5000,0.05,REPLAY,REPLAY,True,0.9869999999999997,1.0,0.0,0.0,0.0
45,5000,0.05,REPLAY,REPLAY,True,0.9869999999999997,1.0,0.0,0.0,0.0
46,5000,0.05,REPLAY,REPLAY,True,0.9869999999999997,1.0,0.0,0.0,0.0
42,5000,0.05,CHANNEL_MANIPULATION,NORMAL,False,0.9657999999999998,1.0,0.021199999999999997,0.0,0.0
43,5000,0.05,CHANNEL_MANIPULATION,NORMAL,False,0.9657999999999998,1.0,0.021199999999999997,0.0,0.0
44,5000,0.05,CHANNEL_MANIPULATION,NORMAL,False,0.9657999999999998,1.0,0.021199999999999997,0.0,0.0
45,5000,0.05,CHANNEL_MANIPULATION,NORMAL,False,0.9657999999999998,1.0,0.021199999999999997,0.0,0.0
46,5000,0.05,CHANNEL_MANIPULATION,NORMAL,False,0.9657999999999998,1.0,0.021199999999999997,0.0,0.0
42,5000,0.1,NORMAL,NORMAL,False,0.9767999999999997,1.0,0.0,0.0,0.0
43,5000,0.1,NORMAL,NORMAL,False,0.9767999999999997,1.0,0.0,0.0,0.0
44,5000,0.1,NORMAL,NORMAL,False,0.9767999999999997,1.0,0.0,0.0,0.0
45,5000,0.1,NORMAL,NORMAL,False,0.9767999999999997,1.0,0.0,0.0,0.0
46,5000,0.1,NORMAL,NORMAL,False,0.9767999999999997,1.0,0.0,0.0,0.0
42,5000,0.1,FORGERY,FORGERY,True,0.9358,1.0,0.4898,0.00880000000000003,0.43160000000000004
43,5000,0.1,FORGERY,FORGERY,True,0.9358,1.0,0.4896,0.008599999999999997,0.43160000000000004
44,5000,0.1,FORGERY,FORGERY,True,0.9358,1.0,0.4896,0.008599999999999997,0.43160000000000004
45,5000,0.1,FORGERY,FORGERY,True,0.9358,1.0,0.4896,0.008799999999999975,0.4318
46,5000,0.1,FORGERY,FORGERY,True,0.9358,1.0,0.4896,0.008999999999999952,0.432
42,5000,0.1,IMPERSONATION,IMPERSONATION,True,0.9767999999999997,1.0,0.0,0.0,0.0
43,5000,0.1,IMPERSONATION,IMPERSONATION,True,0.9767999999999997,1.0,0.0,0.0,0.0
44,5000,0.1,IMPERSONATION,IMPERSONATION,True,0.9767999999999997,1.0,0.0,0.0,0.0
45,5000,0.1,IMPERSONATION,IMPERSONATION,True,0.9767999999999997,1.0,0.0,0.0,0.0
46,5000,0.1,IMPERSONATION,IMPERSONATION,True,0.9767999999999997,1.0,0.0,0.0,0.0
42,5000,0.1,REPLAY,REPLAY,True,0.9767999999999997,1.0,0.0,0.0,0.0
43,5000,0.1,REPLAY,REPLAY,True,0.9767999999999997,1.0,0.0,0.0,0.0
44,5000,0.1,REPLAY,REPLAY,True,0.9767999999999997,1.0,0.0,0.0,0.0
45,5000,0.1,REPLAY,REPLAY,True,0.9767999999999997,1.0,0.0,0.0,0.0
46,5000,0.1,REPLAY,REPLAY,True,0.9767999999999997,1.0,0.0,0.0,0.0
42,5000,0.1,CHANNEL_MANIPULATION,NORMAL,False,0.9525999999999996,1.0,0.0242,0.0,0.0
43,5000,0.1,CHANNEL_MANIPULATION,NORMAL,False,0.9525999999999996,1.0,0.0242,0.0,0.0
44,5000,0.1,CHANNEL_MANIPULATION,NORMAL,False,0.9525999999999996,1.0,0.0242,0.0,0.0
45,5000,0.1,CHANNEL_MANIPULATION,NORMAL,False,0.9525999999999996,1.0,0.0242,0.0,0.0
46,5000,0.1,CHANNEL_MANIPULATION,NORMAL,False,0.9525999999999996,1.0,0.0242,0.0,0.0
42,10000,0.0,NORMAL,NORMAL,False,0.9999999999999997,1.0,0.0,0.0,0.0
43,10000,0.0,NORMAL,NORMAL,False,0.9999999999999997,1.0,0.0,0.0,0.0
44,10000,0.0,NORMAL,NORMAL,False,0.9999999999999997,1.0,0.0,0.0,0.0
45,10000,0.0,NORMAL,NORMAL,False,0.9999999999999997,1.0,0.0,0.0,0.0
46,10000,0.0,NORMAL,NORMAL,False,0.9999999999999997,1.0,0.0,0.0,0.0
42,10000,0.0,FORGERY,FORGERY,True,1.0,1.0,0.4969,0.0,0.5031
43,10000,0.0,FORGERY,FORGERY,True,1.0,1.0,0.4969,0.0,0.5031
44,10000,0.0,FORGERY,FORGERY,True,1.0,1.0,0.4969,0.0,0.5031
45,10000,0.0,FORGERY,FORGERY,True,1.0,1.0,0.497,0.0,0.503
46,10000,0.0,FORGERY,FORGERY,True,1.0,1.0,0.4971,0.0,0.5029
42,10000,0.0,IMPERSONATION,IMPERSONATION,True,0.9999999999999997,1.0,0.0,0.0,0.0
43,10000,0.0,IMPERSONATION,IMPERSONATION,True,0.9999999999999997,1.0,0.0,0.0,0.0
44,10000,0.0,IMPERSONATION,IMPERSONATION,True,0.9999999999999997,1.0,0.0,0.0,0.0
45,10000,0.0,IMPERSONATION,IMPERSONATION,True,0.9999999999999997,1.0,0.0,0.0,0.0
46,10000,0.0,IMPERSONATION,IMPERSONATION,True,0.9999999999999997,1.0,0.0,0.0,0.0
42,10000,0.0,REPLAY,REPLAY,True,0.9999999999999997,1.0,0.0,0.0,0.0
43,10000,0.0,REPLAY,REPLAY,True,0.9999999999999997,1.0,0.0,0.0,0.0
44,10000,0.0,REPLAY,REPLAY,True,0.9999999999999997,1.0,0.0,0.0,0.0
45,10000,0.0,REPLAY,REPLAY,True,0.9999999999999997,1.0,0.0,0.0,0.0
46,10000,0.0,REPLAY,REPLAY,True,0.9999999999999997,1.0,0.0,0.0,0.0
42,10000,0.0,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9749999999999995,1.0,0.025000000000000022,0.00379999999999997,0.00379999999999997
43,10000,0.0,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9749999999999995,1.0,0.025000000000000022,0.00379999999999997,0.00379999999999997
44,10000,0.0,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9749999999999995,1.0,0.025000000000000022,0.0039000000000000146,0.0039000000000000146
45,10000,0.0,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9749999999999995,1.0,0.025000000000000022,0.003699999999999981,0.003699999999999981
46,10000,0.0,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9749999999999995,1.0,0.025000000000000022,0.003500000000000003,0.003500000000000003
42,10000,0.01,NORMAL,NORMAL,False,0.9974999999999996,1.0,0.0,0.0,0.0
43,10000,0.01,NORMAL,NORMAL,False,0.9974999999999996,1.0,0.0,0.0,0.0
44,10000,0.01,NORMAL,NORMAL,False,0.9974999999999996,1.0,0.0,0.0,0.0
45,10000,0.01,NORMAL,NORMAL,False,0.9974999999999996,1.0,0.0,0.0,0.0
46,10000,0.01,NORMAL,NORMAL,False,0.9974999999999996,1.0,0.0,0.0,0.0
42,10000,0.01,FORGERY,FORGERY,True,0.9936,1.0,0.5005000000000001,0.0023000000000000242,0.4929
43,10000,0.01,FORGERY,FORGERY,True,0.9936,1.0,0.5004000000000001,0.0022000000000000353,0.4929
44,10000,0.01,FORGERY,FORGERY,True,0.9936,1.0,0.5004000000000001,0.0020999999999999908,0.49279999999999996
45,10000,0.01,FORGERY,FORGERY,True,0.9936,1.0,0.5004000000000001,0.0022000000000000353,0.4929
46,10000,0.01,FORGERY,FORGERY,True,0.9936,1.0,0.5005000000000001,0.0024000000000000132,0.493
42,10000,0.01,IMPERSONATION,IMPERSONATION,True,0.9974999999999996,1.0,0.0,0.0,0.0
43,10000,0.01,IMPERSONATION,IMPERSONATION,True,0.9974999999999996,1.0,0.0,0.0,0.0
44,10000,0.01,IMPERSONATION,IMPERSONATION,True,0.9974999999999996,1.0,0.0,0.0,0.0
45,10000,0.01,IMPERSONATION,IMPERSONATION,True,0.9974999999999996,1.0,0.0,0.0,0.0
46,10000,0.01,IMPERSONATION,IMPERSONATION,True,0.9974999999999996,1.0,0.0,0.0,0.0
42,10000,0.01,REPLAY,REPLAY,True,0.9974999999999996,1.0,0.0,0.0,0.0
43,10000,0.01,REPLAY,REPLAY,True,0.9974999999999996,1.0,0.0,0.0,0.0
44,10000,0.01,REPLAY,REPLAY,True,0.9974999999999996,1.0,0.0,0.0,0.0
45,10000,0.01,REPLAY,REPLAY,True,0.9974999999999996,1.0,0.0,0.0,0.0
46,10000,0.01,REPLAY,REPLAY,True,0.9974999999999996,1.0,0.0,0.0,0.0
42,10000,0.01,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9728999999999995,1.0,0.024600000000000066,0.0,0.0
43,10000,0.01,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9728999999999995,1.0,0.024600000000000066,0.0,0.0
44,10000,0.01,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9728999999999995,1.0,0.024600000000000066,0.0,0.0
45,10000,0.01,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9728999999999995,1.0,0.024600000000000066,0.0,0.0
46,10000,0.01,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9728999999999995,1.0,0.024600000000000066,0.0,0.0
42,10000,0.02,NORMAL,NORMAL,False,0.9953999999999996,1.0,0.0,0.0,0.0
43,10000,0.02,NORMAL,NORMAL,False,0.9953999999999996,1.0,0.0,0.0,0.0
44,10000,0.02,NORMAL,NORMAL,False,0.9953999999999996,1.0,0.0,0.0,0.0
45,10000,0.02,NORMAL,NORMAL,False,0.9953999999999996,1.0,0.0,0.0,0.0
46,10000,0.02,NORMAL,NORMAL,False,0.9953999999999996,1.0,0.0,0.0,0.0
42,10000,0.02,FORGERY,FORGERY,True,0.9842,1.0,0.49839999999999995,0.0023000000000000242,0.48350000000000004
43,10000,0.02,FORGERY,FORGERY,True,0.9842,1.0,0.49829999999999997,0.0022000000000000353,0.48350000000000004
44,10000,0.02,FORGERY,FORGERY,True,0.9842,1.0,0.49829999999999997,0.0020999999999999908,0.4834
45,10000,0.02,FORGERY,FORGERY,True,0.9842,1.0,0.49829999999999997,0.0022000000000000353,0.48350000000000004
46,10000,0.02,FORGERY,FORGERY,True,0.9842,1.0,0.49839999999999995,0.0024000000000000132,0.48360000000000003
42,10000,0.02,IMPERSONATION,IMPERSONATION,True,0.9953999999999996,1.0,0.0,0.0,0.0
43,10000,0.02,IMPERSONATION,IMPERSONATION,True,0.9953999999999996,1.0,0.0,0.0,0.0
44,10000,0.02,IMPERSONATION,IMPERSONATION,True,0.9953999999999996,1.0,0.0,0.0,0.0
45,10000,0.02,IMPERSONATION,IMPERSONATION,True,0.9953999999999996,1.0,0.0,0.0,0.0
46,10000,0.02,IMPERSONATION,IMPERSONATION,True,0.9953999999999996,1.0,0.0,0.0,0.0
42,10000,0.02,REPLAY,REPLAY,True,0.9953999999999996,1.0,0.0,0.0,0.0
43,10000,0.02,REPLAY,REPLAY,True,0.9953999999999996,1.0,0.0,0.0,0.0
44,10000,0.02,REPLAY,REPLAY,True,0.9953999999999996,1.0,0.0,0.0,0.0
45,10000,0.02,REPLAY,REPLAY,True,0.9953999999999996,1.0,0.0,0.0,0.0
46,10000,0.02,REPLAY,REPLAY,True,0.9953999999999996,1.0,0.0,0.0,0.0
42,10000,0.02,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9704999999999996,1.0,0.024899999999999922,0.0,0.0
43,10000,0.02,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9704999999999996,1.0,0.024899999999999922,0.0,0.0
44,10000,0.02,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9704999999999996,1.0,0.024899999999999922,0.0,0.0
45,10000,0.02,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9704999999999996,1.0,0.024899999999999922,0.0,0.0
46,10000,0.02,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9704999999999996,1.0,0.024899999999999922,0.0,0.0
42,10000,0.03,NORMAL,NORMAL,False,0.9924999999999997,1.0,0.0,0.0,0.0
43,10000,0.03,NORMAL,NORMAL,False,0.9924999999999997,1.0,0.0,0.0,0.0
44,10000,0.03,NORMAL,NORMAL,False,0.9924999999999997,1.0,0.0,0.0,0.0
45,10000,0.03,NORMAL,NORMAL,False,0.9924999999999997,1.0,0.0,0.0,0.0
46,10000,0.03,NORMAL,NORMAL,False,0.9924999999999997,1.0,0.0,0.0,0.0
42,10000,0.03,FORGERY,FORGERY,True,0.9773,1.0,0.49550000000000005,0.0023000000000000242,0.4766
43,10000,0.03,FORGERY,FORGERY,True,0.9773,1.0,0.49540000000000006,0.0022000000000000353,0.4766
44,10000,0.03,FORGERY,FORGERY,True,0.9773,1.0,0.49540000000000006,0.0020999999999999908,0.4765
45,10000,0.03,FORGERY,FORGERY,True,0.9773,1.0,0.49540000000000006,0.0022000000000000353,0.4766
46,10000,0.03,FORGERY,FORGERY,True,0.9773,1.0,0.49550000000000005,0.0024000000000000132,0.4767
42,10000,0.03,IMPERSONATION,IMPERSONATION,True,0.9924999999999997,1.0,0.0,0.0,0.0
43,10000,0.03,IMPERSONATION,IMPERSONATION,True,0.9924999999999997,1.0,0.0,0.0,0.0
44,10000,0.03,IMPERSONATION,IMPERSONATION,True,0.9924999999999997,1.0,0.0,0.0,0.0
45,10000,0.03,IMPERSONATION,IMPERSONATION,True,0.9924999999999997,1.0,0.0,0.0,0.0
46,10000,0.03,IMPERSONATION,IMPERSONATION,True,0.9924999999999997,1.0,0.0,0.0,0.0
42,10000,0.03,REPLAY,REPLAY,True,0.9924999999999997,1.0,0.0,0.0,0.0
43,10000,0.03,REPLAY,REPLAY,True,0.9924999999999997,1.0,0.0,0.0,0.0
44,10000,0.03,REPLAY,REPLAY,True,0.9924999999999997,1.0,0.0,0.0,0.0
45,10000,0.03,REPLAY,REPLAY,True,0.9924999999999997,1.0,0.0,0.0,0.0
46,10000,0.03,REPLAY,REPLAY,True,0.9924999999999997,1.0,0.0,0.0,0.0
42,10000,0.03,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9679999999999996,1.0,0.024500000000000077,0.0,0.0
43,10000,0.03,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9679999999999996,1.0,0.024500000000000077,0.0,0.0
44,10000,0.03,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9679999999999996,1.0,0.024500000000000077,0.0,0.0
45,10000,0.03,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9679999999999996,1.0,0.024500000000000077,0.0,0.0
46,10000,0.03,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9679999999999996,1.0,0.024500000000000077,0.0,0.0
42,10000,0.05,NORMAL,NORMAL,False,0.9862999999999997,1.0,0.0,0.0,0.0
43,10000,0.05,NORMAL,NORMAL,False,0.9862999999999997,1.0,0.0,0.0,0.0
44,10000,0.05,NORMAL,NORMAL,False,0.9862999999999997,1.0,0.0,0.0,0.0
45,10000,0.05,NORMAL,NORMAL,False,0.9862999999999997,1.0,0.0,0.0,0.0
46,10000,0.05,NORMAL,NORMAL,False,0.9862999999999997,1.0,0.0,0.0,0.0
42,10000,0.05,FORGERY,FORGERY,True,0.9627,1.0,0.48929999999999996,0.0023000000000000242,0.462
43,10000,0.05,FORGERY,FORGERY,True,0.9627,1.0,0.48919999999999997,0.0022000000000000353,0.462
44,10000,0.05,FORGERY,FORGERY,True,0.9627,1.0,0.48919999999999997,0.0020999999999999908,0.4619
45,10000,0.05,FORGERY,FORGERY,True,0.9627,1.0,0.48919999999999997,0.0022000000000000353,0.462
46,10000,0.05,FORGERY,FORGERY,True,0.9627,1.0,0.48929999999999996,0.0024000000000000132,0.4621
42,10000,0.05,IMPERSONATION,IMPERSONATION,True,0.9862999999999997,1.0,0.0,0.0,0.0
43,10000,0.05,IMPERSONATION,IMPERSONATION,True,0.9862999999999997,1.0,0.0,0.0,0.0
44,10000,0.05,IMPERSONATION,IMPERSONATION,True,0.9862999999999997,1.0,0.0,0.0,0.0
45,10000,0.05,IMPERSONATION,IMPERSONATION,True,0.9862999999999997,1.0,0.0,0.0,0.0
46,10000,0.05,IMPERSONATION,IMPERSONATION,True,0.9862999999999997,1.0,0.0,0.0,0.0
42,10000,0.05,REPLAY,REPLAY,True,0.9862999999999997,1.0,0.0,0.0,0.0
43,10000,0.05,REPLAY,REPLAY,True,0.9862999999999997,1.0,0.0,0.0,0.0
44,10000,0.05,REPLAY,REPLAY,True,0.9862999999999997,1.0,0.0,0.0,0.0
45,10000,0.05,REPLAY,REPLAY,True,0.9862999999999997,1.0,0.0,0.0,0.0
46,10000,0.05,REPLAY,REPLAY,True,0.9862999999999997,1.0,0.0,0.0,0.0
42,10000,0.05,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9623999999999997,1.0,0.02389999999999992,0.0,0.0
43,10000,0.05,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9623999999999997,1.0,0.02389999999999992,0.0,0.0
44,10000,0.05,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9623999999999997,1.0,0.02389999999999992,0.0,0.0
45,10000,0.05,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9623999999999997,1.0,0.02389999999999992,0.0,0.0
46,10000,0.05,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9623999999999997,1.0,0.02389999999999992,0.0,0.0
42,10000,0.1,NORMAL,NORMAL,False,0.9749999999999995,1.0,0.0,0.0,0.0
43,10000,0.1,NORMAL,NORMAL,False,0.9749999999999995,1.0,0.0,0.0,0.0
44,10000,0.1,NORMAL,NORMAL,False,0.9749999999999995,1.0,0.0,0.0,0.0
45,10000,0.1,NORMAL,NORMAL,False,0.9749999999999995,1.0,0.0,0.0,0.0
46,10000,0.1,NORMAL,NORMAL,False,0.9749999999999995,1.0,0.0,0.0,0.0
42,10000,0.1,FORGERY,FORGERY,True,0.93,1.0,0.478,0.0023000000000000242,0.4293
43,10000,0.1,FORGERY,FORGERY,True,0.93,1.0,0.4779,0.0022000000000000353,0.4293
44,10000,0.1,FORGERY,FORGERY,True,0.93,1.0,0.4779,0.0020999999999999908,0.42919999999999997
45,10000,0.1,FORGERY,FORGERY,True,0.93,1.0,0.4779,0.0022000000000000353,0.4293
46,10000,0.1,FORGERY,FORGERY,True,0.93,1.0,0.478,0.0024000000000000132,0.4294
42,10000,0.1,IMPERSONATION,IMPERSONATION,True,0.9749999999999995,1.0,0.0,0.0,0.0
43,10000,0.1,IMPERSONATION,IMPERSONATION,True,0.9749999999999995,1.0,0.0,0.0,0.0
44,10000,0.1,IMPERSONATION,IMPERSONATION,True,0.9749999999999995,1.0,0.0,0.0,0.0
45,10000,0.1,IMPERSONATION,IMPERSONATION,True,0.9749999999999995,1.0,0.0,0.0,0.0
46,10000,0.1,IMPERSONATION,IMPERSONATION,True,0.9749999999999995,1.0,0.0,0.0,0.0
42,10000,0.1,REPLAY,REPLAY,True,0.9749999999999995,1.0,0.0,0.0,0.0
43,10000,0.1,REPLAY,REPLAY,True,0.9749999999999995,1.0,0.0,0.0,0.0
44,10000,0.1,REPLAY,REPLAY,True,0.9749999999999995,1.0,0.0,0.0,0.0
45,10000,0.1,REPLAY,REPLAY,True,0.9749999999999995,1.0,0.0,0.0,0.0
46,10000,0.1,REPLAY,REPLAY,True,0.9749999999999995,1.0,0.0,0.0,0.0
42,10000,0.1,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9496999999999995,1.0,0.02529999999999999,0.0,0.0
43,10000,0.1,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9495999999999997,1.0,0.025399999999999978,0.0,0.0
44,10000,0.1,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9495999999999997,1.0,0.025399999999999978,0.0,0.0
45,10000,0.1,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9495999999999997,1.0,0.025399999999999978,0.0,0.0
46,10000,0.1,CHANNEL_MANIPULATION,ANOMALY_UNATTRIBUTED,True,0.9495999999999997,1.0,0.025399999999999978,0.0,0.0
